"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL254495";"";"None";"401.53";"0";"3.72";"1n";"CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1cccc(OCc2ccccc2)c1)C(=O)O";"Ki";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"21.47";"0.42";"4.90";"11.40";"0";"CHEMBL928315";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141500";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL401397";"";"None";"371.50";"0";"3.81";"1i";"CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1cccc(-c2ccccc2)c1)C(=O)O";"Ki";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"23.30";"0.45";"4.85";"13.04";"0";"CHEMBL928315";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141500";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL398545";"";"None";"371.50";"0";"3.81";"1h";"CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccccc1-c1ccccc1)C(=O)O";"Ki";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"20.00";"0.39";"3.62";"11.19";"0";"CHEMBL928315";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141500";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL400526";"";"None";"295.40";"0";"2.14";"1d";"CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccccc1)C(=O)O";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"29.87";"0.60";"6.68";"13.29";"0";"CHEMBL928315";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141500";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL252417";"";"None";"375.84";"0";"4.55";"4S-166659";"Cc1nnc(S/C(=C/c2ccc(-c3cc(Cl)ccc3C)o2)C(=O)O)[nH]1";"IC50";"'='";"62000.0";"nM";"4.21";"";"";"UO_0000065";"11.20";"0.23";"-0.34";"4.57";"0";"CHEMBL928323";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141500";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL409721";"";"None";"410.41";"0";"1.67";"27";"CC(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1P(=O)(O)C[C@@H](Cc1ccccc1)C(=O)O";"Ki";"'='";"7.5";"nM";"8.12";"";"";"UO_0000065";"19.80";"0.40";"6.45";"6.55";"0";"CHEMBL929264";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145556";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL1240682";"";"None";"2735.06";"None";"None";"R8C2SI Table2";"CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CC(=O)O)NC(=O)CN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)O";"Ki";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"3.13";"None";"None";"None";"0";"CHEMBL1244646";"Binding affinity to angiotensin converting enzyme 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240344";"1";"Scientific Literature";"Nat Chem Biol";"2009";"None";"";"";""
"CHEMBL473326";"";"None";"292.79";"0";"3.62";"1";"Oc1nc(SCc2ccc(Cl)cc2)nc2c1CCC2";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL940670";"Inhibition of human recombinant ACE2 at 200 uM by HxBPyne probe-based competitive activity based protein profiling assay in presence of 200 uM HxBpane competitor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140994";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL429844";"ORE-1001";"1.0";"428.32";"0";"3.32";"7; MLN-4760";"CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"IC50";"'='";"0.44";"nM";"9.36";"";"";"UO_0000065";"21.84";"0.46";"6.04";"8.96";"1";"CHEMBL5227014";"Inhibition of human ACE2 expressed in baculovirus in Sf9 insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5226291";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL402987";"";"None";"419.55";"0";"4.40";"1s";"O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](S)CCc1ccccc1";"Ki";"'='";"860.0";"nM";"6.07";"";"";"UO_0000065";"14.46";"0.28";"1.67";"9.13";"0";"CHEMBL933038";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142293";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL269997";"";"None";"357.48";"0";"3.42";"1h";"CC(C)[C@H](S)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"24.68";"0.48";"5.40";"13.29";"0";"CHEMBL933038";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142293";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL437595";"";"None";"391.49";"0";"4.14";"1n";"O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](S)c1ccccc1";"Ki";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"18.07";"0.35";"2.94";"10.66";"0";"CHEMBL933038";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142293";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL4847430";"";"None";"743.90";"3";"0.74";"6";"CC(C)CCCCCCCCCCC(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4840871";"Inhibition of ACE2 (unknown origin) upto 100 ug/ml incubated for 15 mins followed by substrate addition by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840317";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"Dose: <=100 | TIME = 0.25 hr";"";""
"CHEMBL429844";"ORE-1001";"1.0";"428.32";"0";"3.32";"MLN-4760-S";"CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"Imax";"'='";"63.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5216078";"Inhibition of ACE2 in human MNCs assessed as maximum inhibition using 7- Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mononuclear cell line";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4071326";"";"None";"641.12";"2";"6.14";"BMS-1166";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3C[C@H](O)C[C@@H]3C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5254844";"Inhibition of his-tagged SARS-COV2 S-RBD binding to C-terminal Fc-tagged human ACE2 expressed in HEK293 cells incubated for 2 hrs by Alphascreen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252557";"1";"Scientific Literature";"J Nat Prod";"2023";"None";"TIME = 2.0 hr";"";""
"CHEMBL4588900";"BI 1230";"None";"816.98";"3";"6.14";"EUB0001182";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)CC5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(=O)C(C)C)n3)nc2c1C";"% Inhibition of Control Values";"";"-54.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4882549";"ACE-2 (h) Eurofins-Cerep enzyme and uptake assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay protocol publication: PMID: 12606557 | Detection method: Fluorimetry | Incubation temperature: RT | Incubation time: 20 min | Measured component: Mca peptides | Reference compound: Ac-GG-26-NH2 | Reference compound EC50 None 1300.0 nM | Source of protein: human recombinant (murine cells) | Substrate/Stimulus/Tracer: Mca-Tyr-Val-Ala-Asp-Pro-Ala-Lys-(DNP)-OH (10 µM)";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507284";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL5270175";"";"None";"507.43";"1";"4.30";"2; K22";"O=C(NC(Cc1ccccc1)C(=O)N1CCC(O)(c2ccc(Br)cc2)CC1)c1ccccc1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"12.13";"0.25";"1.85";"8.84";"0";"CHEMBL5230435";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL5275219";"";"None";"3035.33";"None";"None";"DX600";"CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CO)NC(=O)[C@@H](CS)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CC(=O)O)NC(=O)CN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CS)C(=O)N[C@@H](C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCC(=O)O)C(=O)NCC(=O)NCC(=O)NCC(=O)O)[C@H](C)O";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"2.64";"None";"None";"None";"0";"CHEMBL5230450";"Inhibition of human ACE2 (unknown origin) at 0.5 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 0.5 microM";"INHIBITOR";""
"CHEMBL5173280";"";"None";"720.90";"2";"7.50";"3";"C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1C/C=C(\C)[C@@H]1CCc2c(O)c(CC3C(=O)C(C(C)=O)=C(O)C(C)(C)C3O)c(O)c(C(=O)CCC)c2O1";"Activity";"";"";"";"";"";"NA";"";"";"";"";"";"0";"CHEMBL5134047";"Binding affinity to ACE2 (unknown origin) at 1.875 to 50 uM by SPR assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5131463";"1";"Scientific Literature";"J Nat Prod";"2022";"None";"Dose_Lower = 1.875 microM | Dose_Upper = 50.0 microM";"";""
"CHEMBL5171650";"";"None";"720.90";"2";"7.50";"4";"C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1C/C=C(\C)[C@H]1CCc2c(O)c(CC3C(=O)C(C(C)=O)=C(O)C(C)(C)C3O)c(O)c(C(=O)CCC)c2O1";"Activity";"";"";"";"";"";"NA";"";"";"";"";"";"0";"CHEMBL5134047";"Binding affinity to ACE2 (unknown origin) at 1.875 to 50 uM by SPR assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5131463";"1";"Scientific Literature";"J Nat Prod";"2022";"None";"Dose_Lower = 1.875 microM | Dose_Upper = 50.0 microM";"";""
"CHEMBL429844";"ORE-1001";"1.0";"428.32";"0";"3.32";"MLN-4760";"CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"IC50";"'='";"0.44";"nM";"9.36";"";"";"UO_0000065";"21.84";"0.46";"6.04";"8.96";"1";"CHEMBL929264";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145556";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL411942";"";"None";"467.50";"0";"1.78";"29";"CC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@@H]1P(=O)(O)C[C@@H](Cc1ccccc1)C(=O)O";"Ki";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"17.51";"0.35";"6.41";"5.46";"0";"CHEMBL929264";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145556";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL405913";"";"None";"271.25";"0";"1.50";"18";"C[C@@H](N)P(=O)(O)C[C@@H](Cc1ccccc1)C(=O)O";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL929264";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145556";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL5187952";"";"None";"457.56";"1";"5.96";"9r";"C=CCc1cc(CSc2nnc(-c3cccnc3)o2)c(O)c(-c2ccc(O)c(CC=C)c2)c1";"Kd";"'='";"15980.0";"nM";"4.80";"";"";"UO_0000065";"10.48";"0.20";"-1.16";"5.20";"0";"CHEMBL5129109";"Binding affinity to human ACE2 assessed as equilibrium dissociation constant by biolayer interferometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126577";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL350414";"";"None";"405.52";"0";"4.01";"1a";"O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](S)Cc1ccccc1";"Ki";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"17.42";"0.33";"3.06";"10.64";"0";"CHEMBL933038";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142293";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL271223";"";"None";"385.53";"0";"4.20";"1p";"CC(C)(C)C[C@H](S)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O";"Ki";"'='";"7.1";"nM";"8.15";"";"";"UO_0000065";"21.14";"0.41";"3.95";"12.27";"0";"CHEMBL933038";"Inhibition of human recombinant ACE2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142293";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL5093610";"";"None";"1993.04";"None";"None";"6";"N=C(N)NCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(N)=O";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5040287";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 0.09 uM by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 0.09 microM";"INHIBITOR";""
"CHEMBL5275219";"";"None";"3035.33";"None";"None";"DX600";"CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CO)NC(=O)[C@@H](CS)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CC(=O)O)NC(=O)CN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CS)C(=O)N[C@@H](C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCC(=O)O)C(=O)NCC(=O)NCC(=O)NCC(=O)O)[C@H](C)O";"Ki";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"2.82";"None";"None";"None";"0";"CHEMBL5230451";"Binding affinity to ACE2 (unknown origin) at 10 uM assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 10.0 microM";"INHIBITOR";""
"CHEMBL408448";"";"None";"492.51";"0";"2.16";"36";"CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](CC(C)C)P(=O)(O)C[C@@H](Cc1ccccc1)C(=O)O";"Ki";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"12.38";"0.24";"3.94";"3.78";"0";"CHEMBL929264";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145556";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL411298";"";"None";"397.41";"0";"3.76";"13";"CC(C)C[C@H](CP(=O)(O)[C@H]1CCCN1C(=O)OCc1ccccc1)C(=O)O";"Ki";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"16.41";"0.33";"2.76";"6.26";"0";"CHEMBL929264";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145556";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL1112";"ARIPIPRAZOLE";"4.0";"448.39";"0";"4.86";"Aripiprazole";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5030260";"Inhibition of ACE2 (unknown origin) expressed in HEK293T cells membrane";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293T";"Membrane";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5029184";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"";""
"CHEMBL4444926";"";"None";"303.19";"None";"None";"MS27";"C[C@H](CS)C(=O)N[C@@H](B(O)O)c1ccc2ccccc2c1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4471138";"";"None";"279.13";"None";"None";"MS33";"O=C(CS)N[C@H](Cc1coc2ccccc12)B(O)O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
